start_dt,end_dt,calories,actual_seconds,heart_rate,rem_minutes,light_minutes,deep_minutes,quality,toss_and_turn,unknown_minutes,interruption_minutes
2015-10-24 01:37:00,2015-10-24 12:16:00,591.7000122070312,38340,69.43975067138672,163,314,162,95,53,0,0
2015-10-24 14:49:00,2015-10-24 16:08:00,71.4000015258789,4740,61.9620246887207,14,65,0,97,1,0,0
2015-10-25 22:26:00,2015-10-25 22:46:00,19.0,1200,70.5999984741211,0,20,0,90,7,0,0
2015-10-26 01:21:00,2015-10-26 06:43:00,294.1000061035156,19200,61.19062423706055,75,150,95,94,19,0,2
2015-10-27 02:12:00,2015-10-27 10:08:00,438.3999938964844,27720,60.584415435791016,107,239,116,93,29,0,14
2015-10-28 02:12:00,2015-10-28 07:45:00,308.79998779296875,19740,67.12869262695312,68,168,93,92,17,0,4
2015-10-28 19:21:00,2015-10-28 20:04:00,38.70000076293945,2580,58.86046600341797,0,0,0,94,0,0,0
